id,CES_Score
06001427100,17.43
06075025402,17.41
06075022702,17.4
06085509105,17.37
06097152905,17.33
06081606600,17.32
06085504321,17.3
06081610602,17.3
06001450745,17.27
06085505403,17.26
06085509403,17.25
06085502301,17.24
06085507806,17.24
06081603700,17.24
06001451503,17.24
06013359105,17.21
06001450752,17.21
06085509303,17.2
06081605900,17.19
06075016300,17.18
06001450300,17.18
06001438000,17.15
06085512313,17.15
06001451300,17.14
06001403900,17.13
06075010500,17.1
06001427800,17.09
06097151100,17.08
06001404800,17.06
06081608600,17
06013338101,16.98
06001428200,16.95
06013304003,16.94
06001432800,16.92
06097153401,16.92
06075011000,16.92
06001435102,16.9
06001441200,16.88
06097150602,16.87
06095253403,16.85
06001450742,16.78
06055200505,16.77
06085504901,16.76
06013369002,16.75
06085504314,16.75
06085503321,16.75
06085506702,16.74
06085508508,16.7
06075047902,16.68
06001441924,16.67
06081613700,16.67
06081602500,16.66
06081600300,16.62
06097152701,16.61
06075061500,16.59
06075025401,16.54
06001440305,16.53
06013340001,16.52
06013355108,16.52
06001441100,16.44
06085509102,16.44
06085504307,16.43
06075015500,16.42
06001408200,16.42
06081601603,16.37
06085502201,16.35
06075040100,16.35
06075033203,16.34
06001450607,16.34
06095252802,16.32
06081602600,16.31
06085512029,16.29
06085511915,16.26
06001444301,16.14
06001441921,16.12
06085512312,16.08
06095252103,16.08
06075022704,16.08
06001443321,16.06
06001406900,16.05
06097153600,16.03
06013321101,16.02
06075047801,16.02
06085506103,16
06001451602,15.98
06081603900,15.98
06001422800,15.91
06081604900,15.9
06001420500,15.83
06013324002,15.83
06055201602,15.8
06075011901,15.79
06085505800,15.79
06001403502,15.76
06085508703,15.75
06085503115,15.74
06095252705,15.72
06013389100,15.69
06085506601,15.68
06097150800,15.67
06001441402,15.66
06085502400,15.65
06085512307,15.64
06075060400,15.63
06085508503,15.6
06085506703,15.54
06095251804,15.52
06097154100,15.51
06001442301,15.48
06001442601,15.47
06085512035,15.47
06097150203,15.45
06097150902,15.44
06097150306,15.44
06085507805,15.44
06085510700,15.43
06081600402,15.42
06001441401,15.42
06085506502,15.41
06041104102,15.41
06013332000,15.4
06081603801,15.4
06085508602,15.39
06085511000,15.38
06001451505,15.37
06075026301,15.31
06095250501,15.29
06095252201,15.28
06085509500,15.27
06085502909,15.26
06075026001,15.25
06001406700,15.24
06055200602,15.24
06085512033,15.19
06001407800,15.17
06095252914,15.17
06013355109,15.16
06081601800,15.16
06001451601,15.12
06095250106,15.1
06085504416,15.04
06075026003,15
06095253203,14.96
06001430600,14.94
06055200803,14.91
06075011200,14.9
06085505008,14.88
06075015300,14.88
06085512052,14.87
06041102203,14.83
06085504201,14.82
06097154202,14.81
06085512021,14.8
06085503802,14.79
06001423500,14.77
06085512019,14.77
06095252306,14.68
06075015100,14.65
06095250105,14.64
06075022600,14.63
06085504420,14.62
06081609202,14.62
06055201004,14.58
06085512005,14.58
06001422400,14.57
06055201500,14.56
06081607300,14.55
06097150304,14.52
06075022902,14.49
06001428600,14.47
06095252107,14.47
06097152904,14.46
06085504315,14.45
06001441523,14.45
06095252106,14.41
06001440332,14.38
06095252000,14.37
06001450746,14.35
06095252801,14.31
06075047802,14.28
06081601604,14.27
06085502800,14.27
06085506503,14.22
06001423602,14.21
06085506302,14.2
06075025600,14.19
06001423901,14.16
06081608501,14.15
06075015200,14.11
06001450741,14.07
06085503331,14.07
06085512037,14.05
06081607800,14.04
06081604000,14.02
06001441302,14.01
06097152201,14
06085503329,13.99
06075045100,13.95
06075015400,13.95
06013304005,13.9
06001423902,13.87
06097150702,13.84
06085504415,13.8
06085502604,13.8
06081608004,13.79
06085512045,13.78
06013324001,13.72
06097153705,13.71
06001450751,13.69
06081603802,13.68
06097151307,13.67
06075035300,13.67
06001422700,13.64
06075026302,13.64
06085510801,13.62
06013359204,13.6
06095253106,13.59
06075025300,13.57
06085502701,13.51
06095253206,13.5
06085504202,13.49
06095252315,13.48
06095252915,13.47
06055200707,13.46
06085512034,13.35
06075026303,13.34
06001451704,13.3
06013334004,13.28
06097150610,13.27
06095250104,13.27
06075016400,13.25
06085512503,13.19
06013359202,13.16
06085507701,13.16
06081604800,13.15
06085506605,13.15
06001407700,13.11
06081602800,13.1
06085506603,13.09
06055200705,13.08
06001451701,13.08
06055200504,13.07
06081608400,13.06
06001422300,13.04
06081602700,13.04
06085502901,13.03
06075040200,13.03
06085512305,12.99
06095252108,12.98
06001450102,12.98
06085512023,12.97
06097151301,12.94
06001441521,12.93
06041101200,12.93
06001407900,12.89
06013337100,12.87
06001443102,12.84
06055200400,12.84
06013320003,12.83
06081604500,12.83
06097152203,12.82
06085503330,12.78
06001406800,12.77
06085506102,12.74
06013360200,12.74
06085507905,12.73
06085505402,12.7
06085511100,12.69
06081605400,12.67
06001403702,12.67
06085508204,12.62
06001430700,12.62
06075042601,12.61
06075042700,12.56
06075033100,12.52
06097153806,12.51
06085507903,12.5
06013343001,12.49
06013345111,12.48
06001450200,12.47
06001441522,12.47
06001443105,12.4
06085504423,12.38
06085508102,12.38
06001443104,12.33
06081607200,12.33
06085508505,12.33
06085512024,12.32
06013361000,12.32
06075016600,12.32
06001422500,12.32
06095252105,12.29
06001443103,12.28
06013333102,12.28
06097150607,12.27
06085503003,12.24
06097150303,12.24
06001408100,12.19
06085506000,12.19
06001441501,12.16
06001451201,12.11
06075032602,12.11
06081607900,12.09
06085508202,12.08
06081614000,12.06
06075045200,12.05
06085512047,12.05
06055201401,12.04
06095252908,12.04
06001400300,12.04
06075035400,12.02
06055201007,12.01
06085506204,12.01
06085513000,12
06081608200,11.99
06085502902,11.98
06055202000,11.98
06075031301,11.96
06001450502,11.94
06097153809,11.9
06041110100,11.86
06001450750,11.82
06097153403,11.82
06075011902,11.81
06085503325,11.81
06013345202,11.8
06095252913,11.79
06085505500,11.77
06013322000,11.77
06085508001,11.77
06085508401,11.76
06075010200,11.75
06001450501,11.74
06097153704,11.72
06001404102,11.72
06001403800,11.72
06085503323,11.71
06001441925,11.69
06075047701,11.65
06085512001,11.65
06001442200,11.65
06097153804,11.62
06075010900,11.62
06013335000,11.62
06013334001,11.61
06013333101,11.59
06085509106,11.59
06097151310,11.56
06013356002,11.51
06081608502,11.49
06001421900,11.48
06075032802,11.44
06013355111,11.42
06097152906,11.41
06013388000,11.37
06085506606,11.37
06081610000,11.34
06075015700,11.34
06085508507,11.33
06075020700,11.31
06085508404,11.31
06075013400,11.29
06097153703,11.27
06085506701,11.24
06085507807,11.23
06085506101,11.23
06055200706,11.23
06075035202,11.22
06055201700,11.21
06075047702,11.2
06085512031,11.16
06041106002,11.16
06085508304,11.08
06013355110,11.08
06081611000,11.08
06085502500,11.05
06013307101,11.03
06013338102,10.96
06075015600,10.94
06001443322,10.94
06075010400,10.94
06001400400,10.91
06097150202,10.91
06097151700,10.88
06055201300,10.85
06001423601,10.81
06085509302,10.8
06075032801,10.78
06095253201,10.78
06081605000,10.74
06041109001,10.73
06001430101,10.67
06075035201,10.67
06075013500,10.66
06075026002,10.61
06001451703,10.6
06081606800,10.53
06075012700,10.53
06081613502,10.51
06085503322,10.49
06041104101,10.45
06081603000,10.43
06085507205,10.42
06081613600,10.39
06075032901,10.37
06081608100,10.35
06085502702,10.33
06075047901,10.32
06085508003,10.28
06041119201,10.23
06097151203,10.16
06097152502,10.15
06075047600,10.11
06075013102,10.09
06081602900,10.08
06097153501,10.07
06075013101,10.06
06001428301,10.05
06055201900,10
06075032601,10
06085507702,9.99
06095252910,9.99
06075016500,9.98
06075013300,9.96
06095252311,9.96
06013334200,9.94
06081606700,9.92
06095252912,9.89
06085503324,9.88
06081603200,9.87
06085503313,9.86
06013304004,9.85
06013338201,9.85
06081600401,9.85
06001435103,9.84
06097152400,9.82
06075032902,9.77
06097151502,9.77
06001450701,9.75
06075031100,9.72
06075042602,9.71
06001423700,9.7
06013354001,9.65
06075016900,9.64
06097151309,9.63
06001405000,9.62
06085502906,9.62
06041130202,9.62
06001450601,9.53
06085503333,9.52
06081606500,9.49
06013362000,9.47
06081609201,9.46
06001442100,9.43
06085508101,9.42
06075021000,9.41
06013385100,9.37
06001436402,9.37
06085504308,9.35
06041133000,9.34
06013323000,9.3
06001450606,9.3
06085502302,9.29
06013343002,9.29
06097151311,9.27
06081605200,9.27
06085503326,9.27
06097153903,9.27
06095252310,9.26
06075016700,9.21
06085509700,9.2
06081611300,9.17
06085503001,9.16
06013351102,9.13
06085512036,9.09
06041103200,9.09
06013351103,9.05
06013341000,9.05
06075030301,9.03
06085509109,9.01
06081606400,9
06085511302,8.98
06001430300,8.97
06041101100,8.97
06001420200,8.96
06081605100,8.94
06085507904,8.94
06085512200,8.94
06001450744,8.89
06001403701,8.89
06041121100,8.86
06081609000,8.83
06085510001,8.81
06081608002,8.79
06075016801,8.78
06041111000,8.78
06013384000,8.76
06085511301,8.7
06001451403,8.7
06081607000,8.68
06097152501,8.66
06075015802,8.61
06081608900,8.6
06081605300,8.59
06013355301,8.59
06013345101,8.59
06075031000,8.57
06085502908,8.56
06081611400,8.56
06013325000,8.53
06085509902,8.51
06085502601,8.48
06085511704,8.45
06085510600,8.44
06075030202,8.42
06013345102,8.39
06081610304,8.36
06085503332,8.36
06085510803,8.31
06085512030,8.24
06075030101,8.24
06081612500,8.23
06001404700,8.22
06081612600,8.2
06041108200,8.19
06001428302,8.17
06097151306,8.17
06081603100,8.16
06001451102,8.16
06097154302,8.15
06085502903,8.14
06001421800,8.14
06075017000,8.13
06001420300,8.13
06081609601,8.13
06001404101,8.12
06085507600,8.11
06097153404,8.1
06085507703,8.09
06055201800,8.07
06085511914,8.06
06075033000,8.06
06085511905,8.05
06085509401,7.97
06075012902,7.97
06075030900,7.96
06097150100,7.96
06097151800,7.88
06081609500,7.88
06013360102,7.86
06075030201,7.85
06081608013,7.83
06085510900,7.78
06013334006,7.77
06097151601,7.76
06001404000,7.75
06081606900,7.72
06097150204,7.66
06075032700,7.61
06041121200,7.57
06085506202,7.55
06085503312,7.52
06081607100,7.51
06041131100,7.51
06013345105,7.51
06041102202,7.47
06097150500,7.46
06081605500,7.46
06075042800,7.39
06001430400,7.39
06041123000,7.36
06085507401,7.34
06075013000,7.33
06013355115,7.3
06013338203,7.28
06085511909,7.27
06085506803,7.27
06081611200,7.2
06013390100,7.19
06081608700,7.11
06013338204,7.11
06013338301,7.09
06001450605,7.09
06097153706,7.04
06081604600,7.03
06081613200,6.98
06085511916,6.96
06085503002,6.94
06081608023,6.9
06085507906,6.89
06081608300,6.84
06041125000,6.83
06013345108,6.8
06013355302,6.77
06041130201,6.77
06097154304,6.7
06085503334,6.66
06085509802,6.66
06075017102,6.64
06085509801,6.62
06081608001,6.58
06013348000,6.58
06075021600,6.57
06085506802,6.55
06085507301,6.47
06001442000,6.47
06001430200,6.41
06097152600,6.4
06085507402,6.39
06085511200,6.37
06081613400,6.36
06085511609,6.35
06001405100,6.34
06081613900,6.33
06013337300,6.32
06041104300,6.32
06075020300,6.3
06001421700,6.28
06075035100,6.28
06075021700,6.25
06013349000,6.19
06013345115,6.18
06085506801,6.18
06013340002,6.16
06013345116,6.15
06085507203,6.14
06013385200,6.14
06097152300,6.14
06097151602,6.09
06081609300,6.08
06001443200,6.08
06041126200,6.07
06013355304,6.04
06075030302,6.03
06075020402,6.01
06013321102,6.01
06097151504,5.97
06001420100,5.96
06001408000,5.94
06085508203,5.94
06041110200,5.94
06055201101,5.93
06075030400,5.93
06041108100,5.9
06085502603,5.89
06001420600,5.85
06081605600,5.85
06081603300,5.82
06085508301,5.81
06085506900,5.79
06081604700,5.76
06085511500,5.75
06085502202,5.73
06081609603,5.72
06075030800,5.69
06001404200,5.66
06001404400,5.62
06041119202,5.59
06041109002,5.58
06085507500,5.53
06013338302,5.52
06001426200,5.52
06055200703,5.5
06097153807,5.45
06075012601,5.44
06041120000,5.41
06013390200,5.41
06081613300,5.4
06075030500,5.4
06081613000,5.4
06085502907,5.37
06085509600,5.36
06055201402,5.36
06075012800,5.35
06075012602,5.33
06097152202,5.33
06081603400,5.32
06081611100,5.29
06075021100,5.26
06085506604,5.24
06001450604,5.24
06075017101,5.23
06085511800,5.21
06081611600,5.16
06075030700,5.13
06075021500,5.13
06041103100,5.12
06013343003,5.09
06085511907,5.08
06075030102,5.03
06041124200,4.95
06041132200,4.83
06075013200,4.83
06085511912,4.79
06041128200,4.75
06085511400,4.73
06041107000,4.73
06013321103,4.72
06055201102,4.7
06081612800,4.67
06081609900,4.66
06081609400,4.65
06001421500,4.62
06001404300,4.61
06075021300,4.61
06081610303,4.58
06041117000,4.57
06085511913,4.53
06041128100,4.52
06085510002,4.52
06013345103,4.49
06001404501,4.49
06085507100,4.46
06085507808,4.42
06081609700,4.36
06001404502,4.32
06013345114,4.3
06075020600,4.3
06075021200,4.27
06085511707,4.27
06075021800,4.26
06013345203,4.23
06081612900,4.22
06085510200,4.22
06041132100,4.2
06085507001,4.17
06001430102,4.13
06085508403,4.11
06013355112,4.04
06041116000,4.03
06001400100,3.97
06075030600,3.92
06041115000,3.92
06013351101,3.91
06001423800,3.9
06001421300,3.9
06085509901,3.86
06085511701,3.86
06041114100,3.85
06085507206,3.83
06081608800,3.77
06013350000,3.74
06013355117,3.72
06075021400,3.67
06085508303,3.65
06041118100,3.55
06013346203,3.55
06085510500,3.53
06075020500,3.5
06085511705,3.46
06013326000,3.4
06081609800,3.4
06013345112,3.35
06085510802,3.34
06097153502,3.29
06081605700,3.26
06081605800,3.24
06013355306,3.16
06013353001,3.15
06001421400,3.11
06085511910,3.1
06013355116,3.06
06085511702,3.04
06075060100,2.98
06013346201,2.93
06085510300,2.89
06041124100,2.89
06097151503,2.86
06041114200,2.81
06013352202,2.7
06081609602,2.69
06013355114,2.63
06085507002,2.63
06013391000,2.62
06075012901,2.59
06081611500,2.59
06085510100,2.54
06001426100,2.52
06013353002,2.49
06013355113,2.44
06041127000,2.34
06075020401,2.31
06055201403,2.29
06081612700,2.26
06013346102,2.18
06013352101,2.18
06013346204,2.17
06013345204,2.17
06041102100,2.12
06001404600,2.05
06001421600,2.04
06085507302,1.98
06013354002,1.98
06085510400,1.93
06041113000,1.85
06013347000,1.85
06013346101,1.81
06001400200,1.81
06013345113,1.76
